슬라임,1,0,3,10,1,0,1.5,0,0,0,0,10,0,0
침뱉는 애,2,1,2,8,1,2,1.25,0.8,1,1,0,20,0,0
새대가리,3,2,1,5,1,0,1.25,0,0,0,1,50,0,0
바위,4,3,1,100,1,0,1,0,0,0,0,0,1,1
0,5,3,1,0,0,0,0,0,0,0,0,0,0,0
0,6,3,1,0,0,0,0,0,0,0,0,0,0,0
0,7,3,1,0,0,0,0,0,0,0,0,0,0,0
0,8,3,1,0,0,0,0,0,0,0,0,0,0,0
0,9,3,1,0,0,0,0,0,0,0,0,0,0,0
0,10,3,1,0,0,0,0,0,0,0,0,0,0,0
0,11,3,1,0,0,0,0,0,0,0,0,0,0,0
0,12,3,1,0,0,0,0,0,0,0,0,0,0,0
0,13,3,1,0,0,0,0,0,0,0,0,0,0,0
0,14,3,1,0,0,0,0,0,0,0,0,0,0,0
0,15,3,1,0,0,0,0,0,0,0,0,0,0,0
0,16,3,1,0,0,0,0,0,0,0,0,0,0,0
0,17,3,1,0,0,0,0,0,0,0,0,0,0,0
0,18,3,1,0,0,0,0,0,0,0,0,0,0,0
0,19,3,1,0,0,0,0,0,0,0,0,0,0,0
0,20,3,1,0,0,0,0,0,0,0,0,0,0,0
0,21,3,1,0,0,0,0,0,0,0,0,0,0,0
0,22,3,1,0,0,0,0,0,0,0,0,0,0,0
0,23,3,1,0,0,0,0,0,0,0,0,0,0,0
0,24,3,1,0,0,0,0,0,0,0,0,0,0,0
0,25,3,1,0,0,0,0,0,0,0,0,0,0,0
0,26,3,1,0,0,0,0,0,0,0,0,0,0,0
0,27,3,1,0,0,0,0,0,0,0,0,0,0,0
0,28,3,1,0,0,0,0,0,0,0,0,0,0,0
0,29,3,1,0,0,0,0,0,0,0,0,0,0,0
0,30,3,1,0,0,0,0,0,0,0,0,0,0,0
